from,to,cost
4105885,2205,9.49
70610,12377,8.046
9193553,1373226,6.06
42035,22545,5.517
1503,7994320,9.983
13420,7519672,7.954
25593,130389,9.539
9193464,30155,7.457
8648,9469486,5.673
4226348,9686177,8.354
6157,9719300,4.672
4400,3877256,5.392
8907,39713,5.061
5404711,7768869,6.178
9022,9032240,4.813
7521871,9272690,5.942
42035,7439873,4.515
7218,7137,5.614
17884,20095,8.866
14397,18910,7.809
5975,15563,5.932
1360604,728535,8.357
9216154,31100,8.148
6742,4805712,10.029
27448,15823,7.319
9457224,3743,11.972
143359,56502,5.802
9048545,9249834,7.24
12272,5035449,7.247
19542,10239,7.533
34606,7466315,7.076
5089549,7510,5.946
7703457,10170,5.702
29858,9708685,4.704
9877045,13514,8.811
20150,17736,8.033
9447342,9812075,8.047
9022228,56502,6.053
31941,9772677,6.201
7679050,7464010,4.994
9719300,15717,7.623
1528092,5975,7.922
9514902,2965712,7.044
7218,7686790,5.194
3657469,14354,4.163
7466315,2763,10.183
81,7522720,4.371
29092,9321489,4.49
42035,4236580,4.369
9111654,53,7.004
10090,15822,8.419
56502,75272,5.921
30632,4839,6.424
17876,9565000,11.049
7710020,6379915,5.059
9600876,29384,5.384
1790,9569766,5.273
2658,26194,10.337
17803,5320,5.683
2364,1377302,6.724
9193553,188980,10.456
6670,9367136,5.929
9921389,3657469,8.385
1635,2224,7.263
5404711,9079254,6.151
1373650,123838,8.836
16734,9841083,4.688
15849,13684,7.849
7389353,2224,11.949
4404,4839,6.65
9112774,9921389,8.183
12735,9185470,8.241
19496,6741339,6.893
18287,7914512,9.546
9641,28184,6.167
14354,21741,9.618
9347186,18467,8.639
5320,8247,6.369
9193642,7258321,5.584
16357,9347186,6.986
11746,3201,5.424
45483,12733,6.092
9185470,6742,4.973
3209,8990,4.785
184969,9748466,4.657
17027,18215,9.476
20052,15823,7.0
45556,1378724,5.969
1358316,7974698,5.534
9427554,17361,6.594
17788,7634994,6.327
1374680,9565000,5.765
5320,7855362,6.394
2776880,7531362,7.811
7464010,7527730,7.435
45556,20828,9.42
16195,1360604,6.794
55492,1488120,6.255
21774,9099875,9.94
14688,5556937,5.068
25533,21774,4.364
2788,130389,9.581
7703457,6033822,5.154
4400,7466315,5.407
6727468,11444,7.01
26115,41143,8.464
9447342,17787,7.128
9671820,14834,7.913
57851,7878826,6.323
9427554,9734880,5.163
7471,7304,5.726
7797036,9789138,4.163
6407889,9835148,5.424
16734,17566,6.272
45685,20370,9.128
4251,2781484,5.985
20784,1373218,10.526
39228,7185545,10.715
16675,14206,7.45
57851,9296,6.678
7886284,19615,8.076
22606,1370650,4.76
8982,5404711,5.853
17884,18287,7.305
18467,5362822,6.6
9734880,446947,5.051
9686177,9758593,9.582
27488,1363964,10.39
15717,7185545,10.426
81817,6929,8.112
4600,5404711,6.451
6237,8672,5.219
1358316,7445202,4.7
7970021,188980,9.469
9048545,19496,7.31
9537252,3529592,10.154
7710011,7635010,4.412
9909893,10242,5.566
5720,4404,6.153
19569,9307303,7.369
7196,7300816,4.511
1358324,17855,4.86
53,7716770,4.281
9900411,28525,10.66
7331,9074015,6.503
7415761,9366083,4.42
19496,31762,8.087
9053069,3877256,5.902
3202,25593,8.927
9750550,11304,5.146
18689,11495,4.893
9671820,19127,5.652
17094,9216154,6.111
7855362,15822,8.419
9146946,1379682,6.319
9559973,16675,6.631
9699864,7185545,9.462
9193464,1369385,10.469
19950,9559973,5.825
9789138,7977336,4.854
7983883,12831,9.129
3077,3271,6.047
7977336,7768869,5.019
3645940,9734880,4.733
7353626,11746,6.031
18471,7381182,5.784
6941206,9789138,4.366
16608,7679050,5.249
6208169,24805,10.747
7635010,7977336,5.27
3093620,9272690,6.361
9321489,9488910,5.207
6157,13323,10.763
14931,9670386,6.052
1369385,6741339,6.281
3585905,17884,7.725
10242,6610,5.044
15164,1488112,7.528
3161579,152323,5.777
3568229,11790,4.283
43986,9032240,5.115
5404711,17811,6.593
9216073,14443,7.456
130389,20095,7.95
107,7519672,4.665
4809220,9193090,4.257
7218,30632,5.074
19712,3741192,7.45
9812105,9564934,5.523
6237,7300816,5.247
21121,7717407,7.793
28797,15825,5.445
9789200,560,4.762
30632,3645940,4.609
7779771,25348,9.897
39713,7042108,5.771
7983883,9073973,5.277
SD,23248,2.857
9366083,4519876,5.035
10170,7129,6.725
7686790,9743464,9.433
12735,21540,8.318
3195,12882,9.014
9032240,1604694,6.518
7690126,39713,6.534
9225749,16357,5.166
14688,705187,6.383
9763449,3529592,10.429
6610,9296,4.909
20117,2788,7.685
3209,9099,4.321
7679050,18880,4.431
59102,7527730,7.928
9427554,7710011,4.91
3645940,9921389,9.43
17811,9457224,4.972
7690126,2186,10.192
5053,9372946,5.526
39713,8250,4.844
5556937,7969961,5.339
30139,9537252,6.132
9303189,13323,10.373
7510,8907,5.41
132,9022228,5.065
7521871,9239685,4.743
7860471,5775655,4.896
7218,15415,7.214
18467,7415788,7.327
5321468,14206,5.287
23442,23906,4.569
7415788,7007175,7.64
9317627,9763449,7.323
9427554,21685,5.358
4519876,7521871,5.717
1358324,31392,9.281
31941,15822,7.514
9457224,7042108,5.202
17094,19569,5.449
6741339,14249,8.285
7047096,9022228,5.288
9445340,55492,7.4
9692517,7679050,9.239
20087,31941,5.841
4600,3271,9.619
42035,9569766,5.568
7304,6727468,6.2
9078673,16608,9.996
18689,3195,5.324
4404,59102,6.041
20397,27472,10.439
20095,15067,7.854
7185545,7141840,5.479
9794948,9835148,4.434
4394,7137,6.311
8982,9101446,4.992
10146,9469486,6.301
9372946,7679050,9.45
7994320,12831,8.24
5959,9750541,5.802
3225143,3877256,4.284
CB,7530935,2.857
41143,19720,7.836
9193090,7137,5.702
18961,41279,12.132
7415745,21807,5.445
7679050,7878036,9.649
1378724,705187,10.462
6873332,9565000,4.468
7909390,7165536,10.847
7525460,21008,5.042
17662,14427,8.313
9575820,9565000,7.49
29742,30155,6.392
15849,7686811,8.258
3209,7522452,5.225
12377,22098,7.006
7897944,43323,10.46
4839,9101543,7.372
9193642,9527826,5.165
157023,7415761,4.907
9835458,9835148,7.932
9877045,9111654,4.694
1141902,9638857,4.744
5089549,2186,12.152
18910,15032,6.597
75272,7471,5.96
18961,7271247,5.171
12735,10090,7.453
13,118818,10.505
13927,15520,7.081
73075,17811,5.247
18467,6157,4.658
9187669,9517910,5.244
17027,7860471,7.265
7915624,9411275,12.142
4403,2776880,4.826
29092,27790,8.484
19569,9564853,7.511
6907733,2591332,8.197
18476,157023,5.243
7445202,5711819,4.737
1790,6157,4.676
9215670,17876,6.121
30632,2658,10.29
14443,8254,8.097
7129,157023,6.338
30632,6725953,4.841
20150,9514902,6.461
45523,5550,6.441
16411,9193642,8.035
22225,12377,7.163
3877256,7007175,5.464
14958,6873332,7.139
7254830,22474,8.647
1635,13,9.915
24058,27162,9.131
4403,5053,5.293
20150,1370650,7.077
1370626,1374656,6.396
3151,19453,7.397
10242,3190,11.985
15067,31941,6.088
3503526,169846,4.513
9844511,9322531,6.471
3568229,23906,4.853
9193448,27162,10.51
7543298,7710020,4.802
31100,90565,8.114
11495,8788,4.589
9185470,3611,9.704
9745980,4236580,4.652
5363,30632,6.473
13030,13030,4.163
107,3877256,4.665
9007822,7659652,5.561
11622,45483,6.349
10239,9842373,7.324
9835148,157023,4.594
4236580,7531362,8.141
9303189,6700,4.774
23906,16357,6.261
59102,9101543,6.81
9837094,29742,5.302
17329,60402,7.053
1358324,6700,4.704
27050,8907,6.879
20630,15032,7.38
21764,5193,6.162
9527800,21768,8.078
10170,4224701,6.955
7531362,5460,7.419
18215,20370,7.575
7137,9349391,11.987
9705236,9215808,7.756
3503526,3093620,4.73
20784,9445340,9.167
16675,24562,9.003
681164,9346910,6.27
18476,157,4.509
9186212,9703810,5.283
17259,9111654,7.672
5975,5320,6.238
8254,9543414,7.226
7634994,9833510,5.111
560,5364213,4.97
18988,22225,7.973
27537,7530935,8.571
1376616,17788,6.959
18961,20346,5.878
9835440,9474960,8.63
57851,7521871,6.384
10339,17566,6.126
9225749,21768,6.489
10339,7703260,6.348
9772677,20630,6.884
7855508,3568229,4.486
6741339,14370,7.884
139238,9193553,5.376
7185545,11790,4.736
24341,19712,8.092
39713,20087,10.71
19569,16640,5.357
5321468,9543414,8.025
7415702,4809220,5.207
30236,1379682,10.695
17811,9517910,5.748
7994125,9734880,5.388
9053069,11819,6.817
9101446,2788,8.552
49913,9474960,7.617
28688,7679050,8.785
6670,14451,10.356
7466315,29384,5.103
9527826,7909390,10.902
7141840,9565000,5.49
20265,24406,6.797
9193677,9474960,4.711
15717,24562,11.365
10170,19496,9.296
7716770,14370,7.649
5720,4618,8.007
9805192,3529592,6.183
80675,9835148,6.968
7521871,17027,8.635
7634994,7047096,6.077
9490493,21121,5.955
4375,7353626,7.72
1378767,24562,5.866
9900411,9565000,7.391
26115,27537,7.279
9631810,9413243,8.531
12998,2224,10.446
7635010,21540,4.42
7948115,53,9.121
24341,9447342,8.094
9193448,16675,5.449
7970021,9559973,4.966
9812105,20117,7.512
6379915,9844511,6.627
9638857,20828,4.441
21008,22780,5.037
23906,19127,4.933
17027,40053,4.942
9527800,9926062,7.763
7977336,9469486,5.83
17855,7347936,9.327
9317627,24910,9.582
17861,15563,8.224
15563,9413243,8.754
4618,31392,6.774
2965712,7685912,6.544
1367072,7297858,8.533
7165536,7530935,8.15
81,15826,8.749
5363,3093530,5.467
15415,4105885,7.44
7415761,59102,6.446
130389,9805192,7.839
9514902,22606,4.373
7218,25116,4.49
9867651,2965712,6.68
56502,9099,6.153
7909390,1379682,10.823
17027,7659652,6.097
7466315,12998,9.1
9750541,7117515,5.509
6610,48097,7.261
7716770,9835440,7.762
5607094,3529592,8.691
7994206,118818,9.985
2591332,15825,6.661
19897,13420,9.037
7521871,39228,7.05
14834,21008,6.656
9842373,20117,6.17
9193340,17307,4.506
9101543,19100,8.073
42035,15520,8.028
CB,9564934,2.857
18589,7970030,7.075
12377,7716770,9.714
9514902,19615,7.186
29665,10239,4.735
7331,6700,5.427
8254,14688,4.572
3093620,7519672,4.999
20400,19496,7.085
7983883,9745980,5.082
16802,6785,7.307
7415702,17861,5.052
23906,7165536,8.241
3107558,8443,7.517
7860471,5959,6.046
9519319,25119,7.418
9598,5550,5.619
45483,2658,9.384
7416717,57851,7.549
1167510,60402,4.615
2781956,19542,9.255
9836209,19897,9.228
10146,4600,8.068
18215,14966,5.547
27006,24562,5.712
13684,7970030,9.807
9101543,3093620,5.186
18689,6941206,4.163
21741,9146946,8.665
9750550,7300816,4.515
9737308,705187,9.523
1367072,9835148,7.129
5975,3093620,6.971
8648,9745980,4.535
2776880,3271,11.919
15822,19100,5.992
13030,7751524,7.987
17861,9078673,4.953
15415,16675,7.874
7527730,7141840,8.798
6653618,9833510,8.269
OS,1371266,2.857
7338872,6785,5.353
157023,11444,5.121
22616,1150294,8.255
8133,8648,4.259
21547,9193677,4.696
6759009,7716770,7.621
7751524,25116,5.593
7389353,18689,4.867
16925,21768,4.412
5053,7232403,9.489
12882,81817,11.244
18471,7415745,4.87
1370650,19542,7.856
7768869,58394,6.358
6907733,30090,10.347
20630,9812075,5.969
7047096,1167510,4.893
30286,9519319,4.427
9705163,7686790,5.02
39713,9703810,8.803
21008,9559973,4.281
1528092,6237,6.316
9457224,7137,6.21
7193670,7466315,7.532
8133,4839,5.915
25429,30236,7.853
4618,6700,7.204
7710020,8247,5.006
4588,7529279,7.323
15520,9692517,8.406
57851,9473700,6.052
20117,19569,6.425
29092,30465,8.086
13927,15822,8.083
30276,9812105,5.23
19712,9216154,4.785
9215808,9112774,9.859
9789200,7347936,9.654
21121,1360604,5.747
7659652,26115,11.297
9703810,27000,8.287
19038,2788,4.884
16640,14206,7.922
7527730,107,6.39
11746,6407889,5.658
9185470,5362822,6.222
7531362,25533,8.207
7969961,3151,4.452
17736,9225749,6.963
7686790,9303189,5.152
17803,3195,5.289
9670386,22098,7.207
9112774,7258321,6.085
4404,10170,4.434
19453,7703260,7.395
9734880,16640,9.144
7909381,7897936,6.899
27790,9527826,10.838
30286,15067,7.116
9877045,9101446,8.099
20828,9193677,4.831
CB,7710011,2.857
19496,20784,11.88
6946879,9187669,5.568
9073973,13,8.854
6379915,7415788,6.927
4815700,28688,5.487
24406,16195,7.326
30813,81,8.838
20397,5124417,6.568
9812075,14308,7.093
19453,17736,6.046
16734,40053,8.828
18471,7797036,5.09
4588,7710011,7.217
22545,14443,10.949
3877256,27050,6.065
9207775,9216154,7.191
27000,20346,7.317
12272,18689,5.418
9112774,7685890,5.046
12735,27000,9.8
1378724,5607094,9.172
12730,18961,7.811
9101543,18961,7.652
16675,9564934,7.834
14958,30286,6.932
17811,9249834,9.252
9812075,18910,7.907
13514,23248,5.022
7466315,10146,5.138
7914512,9424598,7.515
1182323,1358316,5.296
3645940,7218,5.391
6725953,31392,9.871
9185470,7519672,5.129
1367072,3201,6.252
79030,9909893,4.626
7768869,1182323,5.252
7703457,9372946,5.969
9186212,22616,6.429
4809220,7635010,4.42
7710020,9074015,5.322
14451,9443819,7.808
4403,17835,8.171
3225143,75272,4.417
11444,17259,5.421
251,20784,9.244
17329,7338872,7.854
1358316,5193,5.249
7679050,1370626,8.178
13579,7994320,9.415
7193670,5363,7.723
7886284,21768,10.433
3201,56502,5.259
22487,7909322,8.943
20630,24147,7.124
30155,9699864,8.096
9185470,7527730,7.377
4236580,16734,5.016
7218,9686177,9.874
15067,1374656,8.355
9543414,24694,11.173
7886284,7994125,6.462
6727468,3719,7.7
7974698,17811,6.815
1373900,9559973,4.815
14397,18988,8.837
12377,20052,9.082
7969961,25119,7.186
7685890,9146946,8.349
10339,25533,5.161
45483,60402,6.184
5720,6090206,6.321
9559973,1378724,8.717
9249834,17835,6.307
9734880,14969,10.532
19690,27472,10.347
9794948,21540,5.315
9559973,22098,4.757
21008,19100,6.732
9564861,21547,4.575
6873332,9812105,5.266
7415788,9078673,6.65
31941,16608,5.687
7994125,75272,4.64
6122,8247,5.361
21774,8247,4.595
9007822,24406,6.07
9750550,10339,5.211
5362822,157,6.197
9543414,9900411,10.097
17884,25533,7.204
3201,9909893,4.72
61190,7977336,4.53
20828,25402,9.457
18988,39228,6.674
14958,24503,9.649
CB,7225822,2.857
1378724,22780,8.443
2781956,1528092,7.361
14427,251,7.93
7225822,27162,11.125
7531362,9776370,9.861
2776880,17861,5.289
15823,22474,9.533
30813,1373153,7.999
9705163,57851,6.142
7193670,21741,10.227
18476,44912,9.455
60402,9074015,5.242
24147,9514902,4.532
7679050,24694,11.278
9101543,6715133,8.604
9111654,9789200,7.693
7716770,19569,5.003
6122,1363964,10.371
9322531,7521871,4.744
9445340,9905855,8.526
7297858,14834,9.874
6725953,3225143,5.043
9111867,6907733,9.677
20095,1378767,6.589
6208169,30813,9.587
3741192,21768,4.238
7300816,8250,4.595
31089,12730,4.872
30155,9146946,9.717
1167510,17361,7.468
4809220,4236580,4.4
9474960,6759009,4.683
7855362,6941206,5.113
3161579,3675009,9.705
49913,24430,9.199
12272,4815700,5.756
29092,7897944,5.3
9835440,14958,5.723
1167510,17788,5.989
6460062,9686177,9.716
21774,27050,6.68
20095,19496,6.135
9842373,9842373,4.163
7047096,9078673,5.228
45599,9007822,6.406
7886284,7415788,4.163
9307303,9193464,9.882
19534,14427,8.122
28525,9193553,5.201
19453,9048545,7.502
7521871,7196,4.833
7717407,9671820,7.085
11495,7974698,6.231
7686811,9825096,4.523
7839804,58394,5.509
28184,9543414,4.779
7945256,9699864,9.039
10339,9367136,4.481
11444,7635010,5.698
7519672,9111654,7.25
7703317,20828,9.191
19690,14451,7.451
17662,24694,8.571
27154,9307303,8.214
7196,17736,8.139
3529592,27448,6.184
9457224,83399,7.594
7925662,7710020,4.407
9000020,9748466,8.459
9239685,16802,7.282
7710020,39713,5.069
11495,7531362,7.955
2763,3271,6.69
12730,9543414,7.063
7703260,7331,6.947
7331,9187669,6.715
6785,9071407,9.448
9537252,7909306,4.71
9469486,446947,6.238
9073973,1358316,5.014
9776370,21547,4.362
9473700,157,5.404
90565,5556937,8.14
29289,1373153,4.69
48097,10170,8.068
14308,1378767,6.386
2186,9349391,4.644
2275,3743,7.737
11444,9216073,9.794
13447,45685,5.292
7347928,6610,7.738
9187669,7415702,5.023
6715133,9638857,7.234
4105885,5460,6.021
21764,7416717,9.826
22780,14370,8.414
12831,14427,9.415
26115,9564934,8.78
24147,9812075,5.723
15520,10146,7.932
9473700,5321468,9.675
17094,9307303,8.442
728535,25119,10.905
7193670,9564861,10.422
5775655,18476,5.106
40053,16802,6.117
7751524,3195,5.224
9322531,9457224,4.705
4618,7439873,7.439
7909306,20784,9.175
1370626,653080,7.286
7353626,12998,9.044
2776880,7878826,4.847
24570,5607094,8.389
7909381,15826,8.847
30276,22225,4.427
25593,14688,9.617
9564853,7141840,5.123
20370,14354,8.798
7522452,355763,4.641
9215670,157023,8.159
9750550,15520,8.028
9074015,13323,10.22
9750541,13420,9.246
4236580,60402,4.989
7855494,48097,8.19
7415788,7415788,4.163
1528092,10146,6.466
9186212,9867651,6.319
446947,7686790,4.98
39507,1374656,5.068
3719,7042108,8.51
1374656,14308,6.931
18910,1373650,7.383
29665,19038,8.265
16925,25402,9.935
7710011,31392,9.763
9805192,1379682,5.499
5364213,21089,5.148
9671820,28184,7.458
2776880,22689,5.33
9099,8672,4.846
3611,5320,8.187
7751524,7703457,5.023
1371665,27790,8.847
8672,9215670,8.06
9207775,9705163,8.159
17884,9719300,6.947
9900411,24570,10.646
9789138,2781484,7.087
9112774,30155,11.822
3202,7878036,11.283
9543414,9805192,10.678
9225749,2965712,4.947
1167510,17803,4.457
9841083,25533,5.195
9187669,7521871,5.403
45507,6742,5.566
9347186,21764,8.116
9866060,30962,11.845
22474,9527800,8.486
79030,7634994,5.344
7353626,29384,4.542
9106464,23248,5.674
7994257,3190,9.573
31392,7377444,7.49
7445202,7445202,4.163
17884,15823,10.424
17811,18689,5.505
15823,7141840,6.031
8990,2534,9.947
9512691,1503,11.215
24341,6873332,5.327
9112774,5556937,6.396
15823,9514902,5.008
5321468,10239,9.811
10239,31762,5.155
9303235,79030,4.51
9347186,22606,9.102
6907733,9638857,6.929
58394,9099,6.223
4447190,1376616,6.134
5193,5317886,5.208
7686811,1790,4.864
7686790,17787,7.25
7685912,24503,7.195
21089,7347936,9.23
17329,22606,10.171
9844511,18689,6.602
2788,9564810,8.322
6700,10146,5.14
1382438,30546,5.309
5243572,23906,8.348
28320,9193464,7.965
57851,13420,7.002
6103588,4251,8.79
16640,18988,5.742
12377,14958,9.457
34606,7271247,8.628
9322531,9569766,5.568
152323,1373242,7.076
43986,1369717,7.463
17876,41143,10.896
8672,9413243,5.078
11790,9564810,4.791
17426,7994125,6.821
18689,2860,9.998
12272,9239685,5.386
29384,4226348,5.604
17566,15962,6.068
9488910,28967,5.072
6759009,9143793,9.379
6759009,9527826,7.272
4519876,3225143,6.05
132,80675,5.985
OD,9772812,3.71
17736,4563409,7.975
7751524,25533,5.855
18880,20150,5.757
4403,60402,4.376
1358316,9909893,5.242
1150294,14308,9.887
9772812,2781956,5.861
5363,13420,7.677
6033822,3189317,5.54
48097,5404711,6.451
5362822,7510,5.549
9215670,4555732,8.726
9443819,9564810,4.739
9631810,9101446,7.758
7529279,3719,9.515
5959,5363,5.13
26194,6800467,10.335
10170,7415761,5.252
1373900,9249834,7.172
9517910,7137,5.876
16195,22225,6.863
13030,9349391,10.446
4618,7347936,6.734
14308,14443,7.911
20370,9758593,7.453
2788,19453,5.607
157,17788,5.99
3877256,1376152,4.871
9836209,1363964,9.827
4535162,25533,4.605
18961,130389,8.871
